project,version,nme,soft_reuse,vers_soft,type_reuse,ID,ID_nu_1,filter_$
axios,axios-0.21.1,axios,grunt,1.x.x,devDependencies,4017,551,1
bpmn-io,bpmn-js-examples-8.2.1,bpmn-js-example-overla,grunt,1.x.x,devDependencies,4018,551,1
ccampbell,mousetrap-1.6.5,mousetrap,grunt,1.x.x,devDependencies,4019,551,1
clientIO,joint-3.3.1,jointjs,grunt,1.x.x,devDependencies,4020,551,1
craftyjs,Crafty-0.9.0,craftyjs,grunt,1.x.x,devDependencies,4021,551,1
Dash-Industry-F,dash.js-3.2.1,dashjs,grunt,1.x.x,devDependencies,4022,551,1
dimsemenov,PhotoSwipe-4.1.3,photoswipe,grunt,1.x.x,devDependencies,4023,551,1
Dogfalo,materialize-1.0.0,materialize-css,grunt,1.x.x,dependencies,4024,551,1
Dolibarr,dolibarr-13.0.1,select2,grunt,1.x.x,devDependencies,4025,551,1
FE,vexflow-3.0.9,vexflow,grunt,1.x.x,devDependencies,4026,551,1
gionkunz,chartist-js-0.11.4,chartist,grunt,1.x.x,dependencies,4027,551,1
globalizejs,globalize-1.6.0,globalize,grunt,1.x.x,devDependencies,4028,551,1
google,earthengine-api-0.1.254,@google/earthengine,grunt,1.x.x,devDependencies,4029,551,1
jackocnr,intl-tel-input-17.0.12,intl-tel-input,grunt,1.x.x,devDependencies,4030,551,1
jasmine,jasmine-3.6.0,jasmine-core,grunt,1.x.x,devDependencies,4031,551,1
jquery,jquery-3.5.1,jquery,grunt,1.x.x,dependencies,4032,551,1
jquery-validati,jquery-validation-1.19.3,jquery-validation,grunt,1.x.x,devDependencies,4033,551,1
js-cookie,js-cookie-latest,js-cookie,grunt,1.x.x,devDependencies,4034,551,1
jwagner,smartcrop.js-2.0.3,smartcrop,grunt,1.x.x,devDependencies,4035,551,1
kangax,html-minifier-4.0.0,html-minifier,grunt,1.x.x,devDependencies,4036,551,1
laurent22,joplin-1.7.11,joplin-tinymce-lists,grunt,1.x.x,devDependencies,4037,551,1
makeusabrew,bootbox-5.5.2,bootbox,grunt,1.x.x,devDependencies,4038,551,1
mholt,PapaParse-5.3.0,papaparse,grunt,1.x.x,devDependencies,4039,551,1
needim,noty-3.2.0-beta,noty,grunt,1.x.x,devDependencies,4040,551,1
npm,cli-7.6.2,diff,grunt,1.x.x,devDependencies,4041,551,1
processing,p5.js-1.2.0,p5,grunt,1.x.x,devDependencies,4042,551,1
qunitjs,qunit-2.14.0,qunit,grunt,1.x.x,devDependencies,4043,551,1
rwaldron,johnny-five-2.0.0,johnny-five,grunt,1.x.x,devDependencies,4044,551,1
select2,select2-4.1.0-rc.0,select2,grunt,1.x.x,devDependencies,4045,551,1
showdownjs,showdown-1.9.1,showdown,grunt,1.x.x,devDependencies,4046,551,1
uxsolutions,bootstrap-datepicker-1.9.0,bootstrap-datepicker,grunt,1.x.x,devDependencies,4047,551,1
VerbalExpressio,JSVerbalExpressions-1.0.2,verbal-expressions,grunt,1.x.x,devDependencies,4048,551,1
angular-transla,angular-translate-2.18.4,angular-translate,grunt,1.x.x,devDependencies,4049,551,1
dcloudio,uni-app-2.0.0-31120210205001,preprocess,grunt,1.x.x,devDependencies,4050,551,1
gionkunz,chartist-js-0.11.4,chartist,grunt,1.x.x,dependencies,4051,551,1
SAP,openui5-1.87.0,openui5,grunt,1.x.x,devDependencies,4052,551,1
showdownjs,showdown-1.9.1,showdown,grunt,1.x.x,devDependencies,4053,551,1
uxsolutions,bootstrap-datepicker-1.9.0,bootstrap-datepicker,grunt,1.x.x,devDependencies,4054,551,1
angular-transla,angular-translate-2.18.4,angular-translate,grunt,1.x.x,devDependencies,4055,551,1
angular-ui,ui-grid-4.10.0,ui-grid,grunt,1.x.x,devDependencies,4056,551,1
clientIO,joint-3.3.1,jointjs,grunt,1.x.x,devDependencies,4057,551,1
Countly,countly-server-21.11.1,countly-server,grunt,1.x.x,dependencies,4058,551,1
dimsemenov,PhotoSwipe-4.1.3,photoswipe,grunt,1.x.x,devDependencies,4059,551,1
Dogfalo,materialize-1.0.0,materialize-css,grunt,1.x.x,dependencies,4060,551,1
Dolibarr,dolibarr-13.0.1,select2,grunt,1.x.x,devDependencies,4061,551,1
FE,vexflow-3.0.9,vexflow,grunt,1.x.x,devDependencies,4062,551,1
formio,formio.js-4.13.0-rc.16,bootswatch,grunt,1.x.x,dependencies,4063,551,1
gionkunz,chartist-js-0.11.4,chartist,grunt,1.x.x,dependencies,4064,551,1
google,earthengine-api-0.1.254,@google/earthengine,grunt,1.x.x,devDependencies,4065,551,1
jackocnr,intl-tel-input-17.0.12,intl-tel-input,grunt,1.x.x,devDependencies,4066,551,1
jasmine,jasmine-3.6.0,jasmine-core,grunt,1.x.x,devDependencies,4067,551,1
jquery-validati,jquery-validation-1.19.3,jquery-validation,grunt,1.x.x,devDependencies,4068,551,1
laurent22,joplin-1.7.11,joplin-tinymce-lists,grunt,1.x.x,devDependencies,4069,551,1
needim,noty-3.2.0-beta,noty,grunt,1.x.x,devDependencies,4070,551,1
node-red,node-red-1.2.9,node-red,grunt,1.x.x,devDependencies,4071,551,1
SAP,openui5-1.87.0,openui5,grunt,1.x.x,devDependencies,4072,551,1
select2,select2-4.1.0-rc.0,select2,grunt,1.x.x,devDependencies,4073,551,1
showdownjs,showdown-1.9.1,showdown,grunt,1.x.x,devDependencies,4074,551,1
snapappointment,bootstrap-select-1.14.0-beta,bootstrap-select,grunt,1.x.x,devDependencies,4075,551,1
stealjs,steal-2.2.4,steal,grunt,1.x.x,devDependencies,4076,551,1
tonytomov,jqGrid-5.5.4,jqGrid,grunt,1.x.x,devDependencies,4077,551,1
uxsolutions,bootstrap-datepicker-1.9.0,bootstrap-datepicker,grunt,1.x.x,devDependencies,4078,551,1
angular-ui,ui-grid-4.10.0,ui-grid,grunt,1.x.x,devDependencies,4079,551,1
bpmn-io,bpmn-js-examples-8.2.1,bpmn-js-example-overla,grunt,1.x.x,devDependencies,4080,551,1
ccxt,ccxt-1.42.45, ,grunt,1.x.x,devDependencies,4081,551,1
craftyjs,Crafty-0.9.0,craftyjs,grunt,1.x.x,devDependencies,4082,551,1
gionkunz,chartist-js-0.11.4,chartist,grunt,1.x.x,dependencies,4083,551,1
jwagner,smartcrop.js-2.0.3,smartcrop,grunt,1.x.x,devDependencies,4084,551,1
needim,noty-3.2.0-beta,noty,grunt,1.x.x,devDependencies,4085,551,1
qunitjs,qunit-2.14.0,qunit,grunt,1.x.x,devDependencies,4086,551,1
reactide,reactide-3.0-beta, ,grunt,1.x.x,devDependencies,4087,551,1
SAP,openui5-1.87.0,openui5,grunt,1.x.x,devDependencies,4088,551,1
adamwdraper,Numeral-js-2.0.6,numeral,grunt,1.x.x,devDependencies,4089,551,1
angular-transla,angular-translate-2.18.4,angular-translate,grunt,1.x.x,devDependencies,4090,551,1
angular-ui,ui-grid-4.10.0,ui-grid,grunt,1.x.x,devDependencies,4091,551,1
bpmn-io,bpmn-js-examples-8.2.1,bpmn-js-example-overla,grunt,1.x.x,devDependencies,4092,551,1
ccxt,ccxt-1.42.45, ,grunt,1.x.x,devDependencies,4093,551,1
clientIO,joint-3.3.1,jointjs,grunt,1.x.x,devDependencies,4094,551,1
Countly,countly-server-21.11.1,countly-server,grunt,1.x.x,dependencies,4095,551,1
craftyjs,Crafty-0.9.0,craftyjs,grunt,1.x.x,devDependencies,4096,551,1
Dash-Industry-F,dash.js-3.2.1,dashjs,grunt,1.x.x,devDependencies,4097,551,1
dimsemenov,PhotoSwipe-4.1.3,photoswipe,grunt,1.x.x,devDependencies,4098,551,1
FE,vexflow-3.0.9,vexflow,grunt,1.x.x,devDependencies,4099,551,1
formio,formio.js-4.13.0-rc.16,bootswatch,grunt,1.x.x,dependencies,4100,551,1
gionkunz,chartist-js-0.11.4,chartist,grunt,1.x.x,dependencies,4101,551,1
globalizejs,globalize-1.6.0,globalize,grunt,1.x.x,dependencies,4102,551,1
jquery-validati,jquery-validation-1.19.3,jquery-validation,grunt,1.x.x,devDependencies,4103,551,1
keeweb,keeweb-1.17.1,keeweb,grunt,1.x.x,dependencies,4104,551,1
laurent22,joplin-1.7.11,joplin-tinymce-lists,grunt,1.x.x,devDependencies,4105,551,1
mar10,fancytree-2.38.0,jquery.fancytree,grunt,1.x.x,devDependencies,4106,551,1
node-red,node-red-1.2.9,node-red,grunt,1.x.x,devDependencies,4107,551,1
nodejs,node-15.10.0,diff,grunt,1.x.x,devDependencies,4108,551,1
npm,cli-7.6.2,diff,grunt,1.x.x,devDependencies,4109,551,1
processing,p5.js-1.2.0,p5,grunt,1.x.x,devDependencies,4110,551,1
qunitjs,qunit-2.14.0,qunit,grunt,1.x.x,devDependencies,4111,551,1
reactide,reactide-3.0-beta, ,grunt,1.x.x,devDependencies,4112,551,1
SAP,openui5-1.87.0,openui5,grunt,1.x.x,devDependencies,4113,551,1
snapappointment,bootstrap-select-1.14.0-beta,bootstrap-select,grunt,1.x.x,devDependencies,4114,551,1
stealjs,steal-2.2.4,steal,grunt,1.x.x,devDependencies,4115,551,1
TryGhost,Ghost-4.0.0-alpha.3,ghost,grunt,1.x.x,devDependencies,4116,551,1
angular-transla,angular-translate-2.18.4,angular-translate,grunt,1.x.x,devDependencies,4117,551,1
craftyjs,Crafty-0.9.0,craftyjs,grunt,1.x.x,devDependencies,4118,551,1
dcloudio,uni-app-2.0.0-31120210205001,preprocess,grunt,1.x.x,devDependencies,4119,551,1
gionkunz,chartist-js-0.11.4,chartist,grunt,1.x.x,dependencies,4120,551,1
jquery-validati,jquery-validation-1.19.3,jquery-validation,grunt,1.x.x,devDependencies,4121,551,1
MrSwitch,hello.js-1.18.8,hellojs,grunt,1.x.x,devDependencies,4122,551,1
Stuk,jszip-3.5.0,jszip,grunt,1.x.x,devDependencies,4123,551,1
jquery,jquery-ui-1.12.1,jquery-ui,grunt,1.x.x,dependencies,4124,551,1
mar10,fancytree-2.38.0,jquery-ui,grunt,1.x.x,dependencies,4125,551,1
ccxt,ccxt-1.42.45, ,grunt,1.x.x,devDependencies,4126,551,1
gionkunz,chartist-js-0.11.4,chartist,grunt,1.x.x,dependencies,4127,551,1
jquery-validati,jquery-validation-1.19.3,jquery-validation,grunt,1.x.x,devDependencies,4128,551,1
needim,noty-3.2.0-beta,noty,grunt,1.x.x,devDependencies,4129,551,1
reactide,reactide-3.0-beta, ,grunt,1.x.x,devDependencies,4130,551,1
adobe,brackets-release-1.14.2,Brackets,grunt,1.x.x,devDependencies,4131,551,1
axios,axios-0.21.1,axios,grunt,1.x.x,devDependencies,4132,551,1
bpmn-io,bpmn-js-examples-8.2.1,bpmn-js-example-overla,grunt,1.x.x,devDependencies,4133,551,1
craftyjs,Crafty-0.9.0,craftyjs,grunt,1.x.x,devDependencies,4134,551,1
Dogfalo,materialize-1.0.0,materialize-css,grunt,1.x.x,dependencies,4135,551,1
gionkunz,chartist-js-0.11.4,chartist,grunt,1.x.x,dependencies,4136,551,1
globalizejs,globalize-1.6.0,globalize,grunt,1.x.x,dependencies,4137,551,1
jquery-validati,jquery-validation-1.19.3,jquery-validation,grunt,1.x.x,devDependencies,4138,551,1
jwagner,smartcrop.js-2.0.3,smartcrop,grunt,1.x.x,devDependencies,4139,551,1
snapappointment,bootstrap-select-1.14.0-beta,bootstrap-select,grunt,1.x.x,devDependencies,4140,551,1
stealjs,steal-2.2.4,steal,grunt,1.x.x,devDependencies,4141,551,1
aFarkas,lazysizes-5.3.0,lazysizes,grunt,1.x.x,devDependencies,4142,551,1
apache,cordova-js-6.0.0,ApacheSoftwareFoundati,grunt,1.x.x,devDependencies,4143,551,1
bgrins,spectrum-1.8.1,spectrum-colorpicker,grunt,1.x.x,devDependencies,4144,551,1
jquery-form,form-4.3.0,jquery-form,grunt,1.x.x,devDependencies,4145,551,1
snapappointment,bootstrap-select-1.14.0-beta,bootstrap-select,grunt,1.x.x,devDependencies,4146,551,1
Stuk,jszip-3.5.0,jszip,grunt,1.x.x,devDependencies,4147,551,1
angular-ui,ui-grid-4.10.0,ui-grid,grunt,1.x.x,devDependencies,4148,551,1
axios,axios-0.21.1,axios,grunt,1.x.x,devDependencies,4149,551,1
Dogfalo,materialize-1.0.0,materialize-css,grunt,1.x.x,dependencies,4150,551,1
globalizejs,globalize-1.6.0,globalize,grunt,1.x.x,dependencies,4151,551,1
processing,p5.js-1.2.0,p5,grunt,1.x.x,devDependencies,4152,551,1
angular-ui,ui-grid-4.10.0,ui-grid,grunt,1.x.x,devDependencies,4153,551,1
Dolibarr,dolibarr-13.0.1,select2,grunt,1.x.x,devDependencies,4154,551,1
globalizejs,globalize-1.6.0,globalize,grunt,1.x.x,dependencies,4155,551,1
select2,select2-4.1.0-rc.0,select2,grunt,1.x.x,devDependencies,4156,551,1
showdownjs,showdown-1.9.1,showdown,grunt,1.x.x,devDependencies,4157,551,1
stealjs,steal-2.2.4,steal,grunt,1.x.x,devDependencies,4158,551,1
uxsolutions,bootstrap-datepicker-1.9.0,bootstrap-datepicker,grunt,1.x.x,devDependencies,4159,551,1
aFarkas,lazysizes-5.3.0,lazysizes,grunt,1.x.x,devDependencies,4160,551,1
angular-transla,angular-translate-2.18.4,angular-translate,grunt,1.x.x,devDependencies,4161,551,1
angular-ui,ui-grid-4.10.0,ui-grid,grunt,1.x.x,devDependencies,4162,551,1
clientIO,joint-3.3.1,jointjs,grunt,1.x.x,devDependencies,4163,551,1
Dash-Industry-F,dash.js-3.2.1,dashjs,grunt,1.x.x,devDependencies,4164,551,1
dimsemenov,PhotoSwipe-4.1.3,photoswipe,grunt,1.x.x,devDependencies,4165,551,1
Dolibarr,dolibarr-13.0.1,select2,grunt,1.x.x,devDependencies,4166,551,1
FE,vexflow-3.0.9,vexflow,grunt,1.x.x,devDependencies,4167,551,1
formio,formio.js-4.13.0-rc.16,bootswatch,grunt,1.x.x,dependencies,4168,551,1
gruntjs,grunt-1.3.0,grunt,grunt,1.x.x,devDependencies,4169,551,1
jackocnr,intl-tel-input-17.0.12,intl-tel-input,grunt,1.x.x,devDependencies,4170,551,1
jquery,jquery-3.5.1,jquery,grunt,1.x.x,dependencies,4171,551,1
js-cookie,js-cookie-latest,js-cookie,grunt,1.x.x,devDependencies,4172,551,1
keeweb,keeweb-1.17.1,keeweb,grunt,1.x.x,dependencies,4173,551,1
mar10,fancytree-2.38.0,jquery.fancytree,grunt,1.x.x,devDependencies,4174,551,1
muaz-khan,RTCMultiConnection-3.7.0,rtcmulticonnection,grunt,1.x.x,devDependencies,4175,551,1
node-red,node-red-1.2.9,node-red,grunt,1.x.x,devDependencies,4176,551,1
NodeBB,NodeBB-1.17.0-beta.0,nodebb,grunt,1.x.x,devDependencies,4177,551,1
npm,cli-7.6.2,diff,grunt,1.x.x,devDependencies,4178,551,1
processing,p5.js-1.2.0,p5,grunt,1.x.x,devDependencies,4179,551,1
qunitjs,qunit-2.14.0,qunit,grunt,1.x.x,devDependencies,4180,551,1
rwaldron,johnny-five-2.0.0,johnny-five,grunt,1.x.x,devDependencies,4181,551,1
SAP,openui5-1.87.0,openui5,grunt,1.x.x,devDependencies,4182,551,1
select2,select2-4.1.0-rc.0,select2,grunt,1.x.x,devDependencies,4183,551,1
TryGhost,Ghost-4.0.0-alpha.3,ghost,grunt,1.x.x,devDependencies,4184,551,1
bkimminich,juice-shop-12.6.1,juice-shop,grunt,1.x.x,dependencies,4185,551,1
NorthwoodsSoftw,GoJS-2.1.35,floorplannertssample,grunt,1.x.x,dependencies,4186,551,1
Automattic,wp-calypso-6.12.0-beta1,wp-e2e-tests,grunt,1.x.x,dependencies,4187,551,1
axios,axios-0.21.1,axios,grunt,1.x.x,devDependencies,4188,551,1
bpmn-io,bpmn-js-examples-8.2.1,bpmn-js-example-commen,grunt,1.x.x,devDependencies,4189,551,1
ccxt,ccxt-1.42.45, ,grunt,1.x.x,devDependencies,4190,551,1
jackocnr,intl-tel-input-17.0.12,intl-tel-input,grunt,1.x.x,devDependencies,4191,551,1
jwagner,smartcrop.js-2.0.3,smartcrop,grunt,1.x.x,devDependencies,4192,551,1
qunitjs,qunit-2.14.0,qunit,grunt,1.x.x,devDependencies,4193,551,1
reactide,reactide-3.0-beta, ,grunt,1.x.x,devDependencies,4194,551,1
rwaldron,johnny-five-2.0.0,johnny-five,grunt,1.x.x,devDependencies,4195,551,1
yabwe,medium-editor-5.23.3,medium-editor,grunt,1.x.x,devDependencies,4196,551,1
craftyjs,Crafty-0.9.0,craftyjs,grunt,1.x.x,devDependencies,4197,551,1
jquery-validati,jquery-validation-1.19.3,jquery-validation,grunt,1.x.x,devDependencies,4198,551,1
uxsolutions,bootstrap-datepicker-1.9.0,bootstrap-datepicker,grunt,1.x.x,devDependencies,4199,551,1
Countly,countly-server-21.11.1,countly-server,grunt,1.x.x,dependencies,4200,551,1
formio,formio.js-4.13.0-rc.16,bootswatch,grunt,1.x.x,dependencies,4201,551,1
keeweb,keeweb-1.17.1,keeweb,grunt,1.x.x,dependencies,4202,551,1
node-red,node-red-1.2.9,node-red,grunt,1.x.x,devDependencies,4203,551,1
NodeBB,NodeBB-1.17.0-beta.0,nodebb,grunt,1.x.x,devDependencies,4204,551,1
SAP,openui5-1.87.0,openui5,grunt,1.x.x,devDependencies,4205,551,1
tonytomov,jqGrid-5.5.4,jqGrid,grunt,1.x.x,devDependencies,4206,551,1
TryGhost,Ghost-4.0.0-alpha.3,ghost,grunt,1.x.x,devDependencies,4207,551,1
aFarkas,lazysizes-5.3.0,lazysizes,grunt,1.x.x,devDependencies,4208,551,1
angular-transla,angular-translate-2.18.4,angular-translate,grunt,1.x.x,devDependencies,4209,551,1
bkimminich,juice-shop-12.6.1,juice-shop,grunt,1.x.x,devDependencies,4210,551,1
Countly,countly-server-21.11.1,countly-server,grunt,1.x.x,dependencies,4211,551,1
Dash-Industry-F,dash.js-3.2.1,dashjs,grunt,1.x.x,devDependencies,4212,551,1
Dolibarr,dolibarr-13.0.1,select2,grunt,1.x.x,devDependencies,4213,551,1
FE,vexflow-3.0.9,vexflow,grunt,1.x.x,devDependencies,4214,551,1
gruntjs,grunt-1.3.0,grunt,grunt,1.x.x,dependencies,4215,551,1
jasmine,jasmine-3.6.0,jasmine-core,grunt,1.x.x,devDependencies,4216,551,1
jquery,jquery-3.5.1,jquery,grunt,1.x.x,dependencies,4217,551,1
jquery-form,form-4.3.0,jquery-form,grunt,1.x.x,devDependencies,4218,551,1
node-red,node-red-1.2.9,node-red,grunt,1.x.x,devDependencies,4219,551,1
nodejs,node-15.10.0,diff,grunt,1.x.x,devDependencies,4220,551,1
npm,cli-7.6.2,diff,grunt,1.x.x,devDependencies,4221,551,1
processing,p5.js-1.2.0,p5,grunt,1.x.x,devDependencies,4222,551,1
seiyria,bootstrap-slider-11.0.2,bootstrap-slider,grunt,1.x.x,devDependencies,4223,551,1
select2,select2-4.1.0-rc.0,select2,grunt,1.x.x,devDependencies,4224,551,1
tonytomov,jqGrid-5.5.4,jqGrid,grunt,1.x.x,dependencies,4225,551,1
Dolibarr,dolibarr-13.0.1,select2,grunt,1.x.x,devDependencies,4226,551,1
select2,select2-4.1.0-rc.0,select2,grunt,1.x.x,devDependencies,4227,551,1
jedireza,drywall-0.18.1,Drywall,grunt,1.x.x,devDependencies,4228,551,1
jedireza,drywall-0.18.1,Drywall,grunt,1.x.x,devDependencies,4229,551,1
jedireza,drywall-0.18.1,Drywall,grunt,1.x.x,devDependencies,4230,551,1
jedireza,drywall-0.18.1,Drywall,grunt,1.x.x,devDependencies,4231,551,1
jedireza,drywall-0.18.1,Drywall,grunt,1.x.x,devDependencies,4232,551,1
jedireza,drywall-0.18.1,Drywall,grunt,1.x.x,devDependencies,4233,551,1
jedireza,drywall-0.18.1,Drywall,grunt,1.x.x,devDependencies,4234,551,1
SAP,openui5-1.87.0,openui5,grunt,17.x.x,devDependencies,4235,551,1
artberri,sidr-2.2.1,sidr,grunt,17.x.x,devDependencies,4236,551,1
meanjs,mean-0.4.2,meanjs,grunt,17.x.x,devDependencies,4237,551,1
gruntjs,grunt-1.3.0,grunt,grunt,18.x.x,devDependencies,4238,551,1
adobe,brackets-release-1.14.2,Brackets,grunt,19.0.0,devDependencies,4239,551,1
apache,cordova-js-6.0.0,ApacheSoftwareFoundati,grunt,2.x.x,devDependencies,4240,551,1
clientIO,joint-3.3.1,jointjs,grunt,2.x.x,devDependencies,4241,551,1
Dash-Industry-F,dash.js-3.2.1,dashjs,grunt,2.x.x,devDependencies,4242,551,1
dimsemenov,PhotoSwipe-4.1.3,photoswipe,grunt,2.x.x,devDependencies,4243,551,1
FE,vexflow-3.0.9,vexflow,grunt,2.x.x,devDependencies,4244,551,1
formio,formio.js-4.13.0-rc.16,bootswatch,grunt,2.x.x,dependencies,4245,551,1
keeweb,keeweb-1.17.1,keeweb,grunt,2.x.x,dependencies,4246,551,1
laurent22,joplin-1.7.11,joplin-tinymce-lists,grunt,2.x.x,devDependencies,4247,551,1
mar10,fancytree-2.38.0,jquery.fancytree,grunt,2.x.x,devDependencies,4248,551,1
node-red,node-red-1.2.9,node-red,grunt,2.x.x,devDependencies,4249,551,1
nodejs,node-15.10.0,diff,grunt,2.x.x,devDependencies,4250,551,1
npm,cli-7.6.2,diff,grunt,2.x.x,devDependencies,4251,551,1
snapappointment,bootstrap-select-1.14.0-beta,bootstrap-select,grunt,2.x.x,devDependencies,4252,551,1
TryGhost,Ghost-4.0.0-alpha.3,ghost,grunt,2.x.x,devDependencies,4253,551,1
Dash-Industry-F,dash.js-3.2.1,dashjs,grunt,2.x.x,devDependencies,4254,551,1
Dolibarr,dolibarr-13.0.1,select2,grunt,2.x.x,devDependencies,4255,551,1
js-cookie,js-cookie-latest,js-cookie,grunt,2.x.x,devDependencies,4256,551,1
mar10,fancytree-2.38.0,jquery.fancytree,grunt,2.x.x,devDependencies,4257,551,1
select2,select2-4.1.0-rc.0,select2,grunt,2.x.x,devDependencies,4258,551,1
Stuk,jszip-3.5.0,jszip,grunt,2.x.x,devDependencies,4259,551,1
dimsemenov,PhotoSwipe-4.1.3,photoswipe,grunt,2.x.x,devDependencies,4260,551,1
globalizejs,globalize-1.6.0,globalize,grunt,2.x.x,dependencies,4261,551,1
js-cookie,js-cookie-latest,js-cookie,grunt,2.x.x,devDependencies,4262,551,1
needim,noty-3.2.0-beta,noty,grunt,2.x.x,devDependencies,4263,551,1
craftyjs,Crafty-0.9.0,craftyjs,grunt,2.x.x,devDependencies,4264,551,1
SAP,openui5-1.87.0,openui5,grunt,2.x.x,devDependencies,4265,551,1
uxsolutions,bootstrap-datepicker-1.9.0,bootstrap-datepicker,grunt,2.x.x,devDependencies,4266,551,1
processing,p5.js-1.2.0,p5,grunt,2.x.x,devDependencies,4267,551,1
aFarkas,lazysizes-5.3.0,lazysizes,grunt,2.x.x,devDependencies,4268,551,1
bgrins,spectrum-1.8.1,spectrum-colorpicker,grunt,2.x.x,devDependencies,4269,551,1
bpmn-io,bpmn-js-examples-8.2.1,bpmn-js-example-transa,grunt,2.x.x,devDependencies,4270,551,1
makeusabrew,bootbox-5.5.2,bootbox,grunt,2.x.x,devDependencies,4271,551,1
node-red,node-red-1.2.9,node-red,grunt,2.x.x,devDependencies,4272,551,1
rwaldron,johnny-five-2.0.0,johnny-five,grunt,2.x.x,devDependencies,4273,551,1
jackocnr,intl-tel-input-17.0.12,intl-tel-input,grunt,2.x.x,devDependencies,4274,551,1
js-cookie,js-cookie-latest,js-cookie,grunt,2.x.x,devDependencies,4275,551,1
jsbin,jsbin-4.1.8, ,grunt,2.x.x,devDependencies,4276,551,1
localForage,localForage-1.9.0,localforage,grunt,20.x.x,devDependencies,4277,551,1
axios,axios-0.21.1,axios,grunt,20.x.x,devDependencies,4278,551,1
processing,p5.js-1.2.0,p5,grunt,20.x.x,devDependencies,4279,551,1
clientIO,joint-3.3.1,jointjs,grunt,21.x.x,devDependencies,4280,551,1
jackocnr,intl-tel-input-17.0.12,intl-tel-input,grunt,21.x.x,devDependencies,4281,551,1
js-cookie,js-cookie-latest,js-cookie,grunt,21.x.x,devDependencies,4282,551,1
kangax,html-minifier-4.0.0,html-minifier,grunt,21.x.x,devDependencies,4283,551,1
mar10,fancytree-2.38.0,jquery-ui,grunt,21.x.x,dependencies,4284,551,1
VerbalExpressio,JSVerbalExpressions-1.0.2,verbal-expressions,grunt,21.x.x,devDependencies,4285,551,1
FE,vexflow-3.0.9,vexflow,grunt,22.x.x,devDependencies,4286,551,1
jquery,jquery-3.5.1,jquery,grunt,22.x.x,dependencies,4287,551,1
showdownjs,showdown-1.9.1,showdown,grunt,22.x.x,devDependencies,4288,551,1
snapappointment,bootstrap-select-1.14.0-beta,bootstrap-select,grunt,22.x.x,devDependencies,4289,551,1
Countly,countly-server-21.11.1,countly-server,grunt,23.x.x,devDependencies,4290,551,1
keeweb,keeweb-1.17.1,keeweb,grunt,23.x.x,dependencies,4291,551,1
nodejs,node-15.10.0,diff,grunt,23.x.x,devDependencies,4292,551,1
npm,cli-7.6.2,diff,grunt,23.x.x,devDependencies,4293,551,1
qunitjs,qunit-2.14.0,qunit,grunt,23.x.x,devDependencies,4294,551,1
formio,formio.js-4.13.0-rc.16,bootswatch,grunt,3.x.x,dependencies,4295,551,1
tonytomov,jqGrid-5.5.4,jqGrid,grunt,3.x.x,devDependencies,4296,551,1
Dogfalo,materialize-1.0.0,materialize-css,grunt,3.x.x,dependencies,4297,551,1
globalizejs,globalize-1.6.0,globalize,grunt,3.x.x,dependencies,4298,551,1
stealjs,steal-2.2.4,steal,grunt,3.x.x,devDependencies,4299,551,1
aFarkas,lazysizes-5.3.0,lazysizes,grunt,3.x.x,devDependencies,4300,551,1
bgrins,spectrum-1.8.1,spectrum-colorpicker,grunt,3.x.x,devDependencies,4301,551,1
clientIO,joint-3.3.1,jointjs,grunt,3.x.x,devDependencies,4302,551,1
FE,vexflow-3.0.9,vexflow,grunt,3.x.x,devDependencies,4303,551,1
qunitjs,qunit-2.14.0,qunit,grunt,3.x.x,devDependencies,4304,551,1
showdownjs,showdown-1.9.1,showdown,grunt,3.x.x,devDependencies,4305,551,1
MrSwitch,hello.js-1.18.8,hellojs,grunt,3.x.x,devDependencies,4306,551,1
angular-ui,ui-grid-4.10.0,ui-grid,grunt,3.x.x,devDependencies,4307,551,1
mholt,PapaParse-5.3.0,papaparse,grunt,3.x.x,devDependencies,4308,551,1
angular-transla,angular-translate-2.18.4,angular-translate,grunt,3.x.x,devDependencies,4309,551,1
jquery,jquery-3.5.1,jquery,grunt,3.x.x,dependencies,4310,551,1
aFarkas,lazysizes-5.3.0,lazysizes,grunt,4.x.x,devDependencies,4311,551,1
bgrins,spectrum-1.8.1,spectrum-colorpicker,grunt,4.x.x,devDependencies,4312,551,1
clientIO,joint-3.3.1,jointjs,grunt,4.x.x,devDependencies,4313,551,1
Dash-Industry-F,dash.js-3.2.1,dashjs,grunt,4.x.x,devDependencies,4314,551,1
